"name","Type","Color","manacost","maybeboard","tags"
"Goblin Rabblemaster","Creature - Goblin Warrior","R","{2}{R}","false","R - Cavalcade"
"Irencrag Pyromancer","Creature - Human Wizard","R","{2}{R}","false","UR - Draw 2"
"Mardu Blazebringer","Creature - Ogre Warrior","R","{2}{R}","false","BR - Rakdos Aggro"
"Spellgorger Weird","Creature - Weird","R","{2}{R}","false","UR - Weird"
"Spireside Infiltrator","Creature - Human Rogue","R","{2}{R}","false","WR - Vehicles"
"Thunder-Thrash Elder","Creature - Viashino Warrior","R","{2}{R}","false","BRG - Devour"
"Toggo, Goblin Weaponsmith","Legendary Creature - Goblin Artificer","R","{2}{R}","false","R - Burn"
"Balduvian Horde","Creature - Human Barbarian","R","{2}{R}{R}","false","R - Hellbent"
"Cleaving Sliver","Creature - Sliver","R","{3}{R}","false","WBR - Alesha"
"Hellrider","Creature - Devil","R","{2}{R}{R}","false","R - Cavalcade"
"Mad Prophet","Creature - Human Shaman","R","{3}{R}","false","R - Discard Aggro"
"Porcuparrot","Creature - Bird Beast","R","{3}{R}","false","WUR - Mutate"
"Rakdos Pit Dragon","Creature - Dragon","R","{2}{R}{R}","false","R - Hellbent"
"Rubblebelt Maaka","Creature - Cat","R","{3}{R}","false","R - Discard Aggro"
"Skyship Stalker","Creature - Dragon","R","{2}{R}{R}","false","R - Dragon"
"Zada, Hedron Grinder","Legendary Creature - Goblin Ally","R","{3}{R}","false","WR - Heroic"
"Scourge of Valkas","Creature - Dragon","R","{2}{R}{R}{R}","false","R - Dragon"
"Defiant Ogre","Creature - Ogre Warrior","R","{5}{R}","false","RG - Vandalism"
"Gnathosaur","Creature - Dinosaur","R","{4}{R}{R}","false","RG - Vandalism"
"Igneous Elemental","Creature - Elemental","R","{4}{R}{R}","false","R - Hellbent"
"Moltensteel Dragon","Artifact Creature - Dragon","R","{4}{R/P}{R/P}","false","WUBRG - Phyrexian"
"Shivan Dragon","Creature - Dragon","R","{4}{R}{R}","false","R - Dragon"
"Skittish Valesk","Creature - Beast","R","{6}{R}","false","URG - Morph"
"Chandra Nalaar","Legendary Planeswalker - Chandra","R","{3}{R}{R}","false","R - Burn"
"Built to Smash","Instant","R","{R}","false","WR - Vehicles"
"Dual Shot","Instant","R","{R}","false","WR - Heroic"
"Gut Shot","Instant","R","{R/P}","false","WUBRG - Phyrexian"
"Lightning Bolt","Instant","R","{R}","false","R - Burn"
"Redcap Melee","Instant","R","{R}","false","R - Hellbent"
"Weapon Surge","Instant","R","{R}","false","WR - Heroic"
"Draconic Roar","Instant","R","{1}{R}","false","R - Dragon"
"Glacial Ray","Instant - Arcane","R","{1}{R}","false","R - Burn"
"Ignorant Bliss","Instant","R","{1}{R}","false","R - Hellbent"
"Searing Blood","Instant","R","{R}{R}","false","R - Burn"
"Fiery Temper","Instant","R","{1}{R}{R}","false","R - Hellbent"
"Orcish Cannonade","Instant","R","{1}{R}{R}","false","R - Burn"
"Sarkhan's Triumph","Instant","R","{2}{R}","false","R - Dragon"
"Act of Aggression","Instant","R","{3}{R/P}{R/P}","false","WUBRG - Phyrexian"
"Dissension in the Ranks","Instant","R","{3}{R}{R}","false","BR - Rakdos Aggro"
"Sarkhan's Rage","Instant","R","{4}{R}","false","R - Dragon"
"Fireblast","Instant","R","{4}{R}{R}","false","R - Burn"
"Demonfire","Sorcery","R","{X}{R}","false","R - Hellbent"
"Faithless Looting","Sorcery","R","{R}","false","R - Discard Aggro"
"Faithless Looting","Sorcery","R","{R}","false","R - Hellbent"
"Reckless Charge","Sorcery","R","{R}","false","R - Discard Aggro"
"Spite of Mogis","Sorcery","R","{R}","false","R - Discard Aggro"
"Arc Trail","Sorcery","R","{1}{R}","false","WR - Heroic"
"Dragon Fodder","Sorcery","R","{1}{R}","false","R - Dragon"
"Dragon Fodder","Sorcery","R","{1}{R}","false","BRG - Devour"
"Go for Blood","Sorcery","R","{1}{R}","false","WUR - Mutate"
"Recoup","Sorcery","R","{1}{R}","false","R - Discard Aggro"
"Roast","Sorcery","R","{1}{R}","false","R - Dragon"
"Tormenting Voice","Sorcery","R","{1}{R}","false","WBR - Alesha"
"Tormenting Voice","Sorcery","R","{1}{R}","false","R - Discard Aggro"
"Tormenting Voice","Sorcery","R","{1}{R}","false","UR - Draw 2"
"Radiant Flames","Sorcery","R","{2}{R}","false","WUBRG - Gates"
"Scrapyard Salvo","Sorcery","R","{1}{R}{R}","false","WR - Vehicles"
"Scorching Missile","Sorcery","R","{3}{R}","false","R - Hellbent"
"Vandalize","Sorcery","R","{4}{R}","false","RG - Vandalism"
"Flamespeaker's Will","Enchantment - Aura","R","{R}","false","RG - Vandalism"
"Cavalcade of Calamity","Enchantment","R","{1}{R}","false","R - Cavalcade"
"Curse of the Pierced Heart","Enchantment - Aura Curse","R","{1}{R}","false","R - Burn"
"Impact Tremors","Enchantment","R","{1}{R}","false","R - Cavalcade"
"Tectonic Reformation","Enchantment","R","{1}{R}","false","R - Discard Aggro"
"Fencer's Magemark","Enchantment - Aura","R","{2}{R}","false","UBR - The Queen"
"Honden of Infinite Rage","Legendary Enchantment - Shrine","R","{2}{R}","false","WUBRG - Shrines"
"Sanctum of Shattered Heights","Legendary Enchantment - Shrine","R","{2}{R}","false","WUBRG - Shrines"
"Elvish Pioneer","Creature - Elf Druid","G","{G}","false","G - Lands"
"Gnarlwood Dryad","Creature - Dryad Horror","G","{G}","false","bg - graveyard matters"
"Greenbelt Rampager","Creature - Elephant","G","{G}","false","BG - Energy"
"Hero of Leina Tower","Creature - Human Warrior","G","{G}","false","G - +1 Counters"
"Llanowar Elves","Creature - Elf Druid","G","","false","G - Elves"
"Llanowar Elves","Creature - Elf Druid","G","","false","G - Fight"
"Patron of the Wild","Creature - Elf","G","{G}","false","URG - Morph"
"Scute Mob","Creature - Insect","G","{G}","false","G - Lands"
"Scythe Leopard","Creature - Cat","G","{G}","false","UG - Landfall"
"Servant of the Scale","Creature - Human Soldier","G","{G}","false","G - +1 Counters"
"Ulvenwald Tracker","Creature - Human Shaman","G","{G}","false","G - Fight"
"Avatar of the Resolute","Creature - Avatar","G","{G}{G}","false","G - +1 Counters"
"Beastcaller Savant","Creature - Elf Shaman Ally","G","{1}{G}","false","G - Slivers"
"Den Protector","Creature - Human Warrior","G","{1}{G}","false","URG - Morph"
"Devkarin Dissident","Creature - Elf Warrior","G","{1}{G}","false","G - Elves"
"Dwynen's Elite","Creature - Elf Warrior","G","{1}{G}","false","G - Elves"
"Elvish Vanguard","Creature - Elf Warrior","G","{1}{G}","false","G - Elves"
"Elvish Warrior","Creature - Elf Warrior","G","{G}{G}","false","G - Elves"
"Frontier Guide","Creature - Elf Scout","G","{1}{G}","false","UG - Landfall"
"Gemhide Sliver","Creature - Sliver","G","{1}{G}","false","G - Slivers"
"Greenside Watcher","Creature - Elf Druid","G","{1}{G}","false","WUBRG - Gates"
"Gyre Sage","Creature - Elf Druid","G","{1}{G}","false","G - +1 Counters"
"Kraul Harpooner","Creature - Insect Warrior","G","{1}{G}","false","G - Fight"
"Manaweft Sliver","Creature - Sliver","G","{1}{G}","false","G - Slivers"
"Predatory Sliver","Creature - Sliver","G","{1}{G}","false","G - Slivers"
"Sage of Shaila's Claim","Creature - Elf Druid","G","{1}{G}","false","BG - Energy"
"Sakura-Tribe Elder","Creature - Snake Shaman","G","{1}{G}","false","G - Lands"
"Scrounging Bandar","Creature - Cat Monkey","G","{1}{G}","false","G - +1 Counters"
"Stalking Drone","Creature - Eldrazi Drone","G","{1}{G}","false","UBG - Eldrazi"
"Steelbane Hydra","Creature - Turtle Hydra","G","{X}{G}{G}","false","UG - TMNT"
"Sylvan Advocate","Creature - Elf Druid Ally","G","{1}{G}","false","WUG - Living lands"
"Viridian Emissary","Creature - Elf Scout","G","{1}{G}","false","G - Elves"
"Woodland Champion","Creature - Elf Scout","G","{1}{G}","false","WG - Populate"
"Architect of the Untamed","Creature - Elf Artificer Druid","G","{2}{G}","false","BG - Energy"
"Atzocan Archer","Creature - Human Archer","G","{2}{G}","false","G - Fight"
"Battering Krasis","Creature - Shark Beast","G","{2}{G}","false","G - +1 Counters"
"Courser of Kruphix","Enchantment Creature - Centaur","G","{1}{G}{G}","false","G - Lands"
"Deathmist Raptor","Creature - Dinosaur Beast","G","{1}{G}{G}","false","URG - Morph"
"District Guide","Creature - Elf Scout","G","{2}{G}","false","WUBRG - Gates"
"Elvish Branchbender","Creature - Elf Druid","G","{2}{G}","false","G - Elves"
"Loaming Shaman","Creature - Centaur Shaman","G","{2}{G}","false","bg - graveyard matters"
"Phantom Tiger","Creature - Cat Spirit","G","{2}{G}","false","G - +1 Counters"
"Reclamation Sage","Creature - Elf Shaman","G","{2}{G}","false","G - Elves"
"Splinterfright","Creature - Elemental","G","{2}{G}","false","bg - graveyard matters"
"Sylvok Replica","Artifact Creature - Shaman","G","{3}","false","RG - Vandalism"
"Tajuru Stalwart","Creature - Elf Scout Ally","G","{2}{G}","false","WBG - Allies"
"Tireless Tracker","Creature - Human Scout","G","{2}{G}","false","RG - Vandalism"
"Wood Elves","Creature - Elf Scout","G","{2}{G}","false","G - Lands"
"Yisan, the Wanderer Bard","Legendary Creature - Human Rogue","G","{2}{G}","false","G - Slivers"
"Algae Gharial","Creature - Crocodile","G","{3}{G}","false","G - Fight"
"Bristling Hydra","Creature - Hydra","G","{2}{G}{G}","false","BG - Energy"
"Cliffrunner Behemoth","Creature - Rhino Beast","G","{3}{G}","false","RGW - Multicolor"
"Dwynen, Gilt-Leaf Daen","Legendary Creature - Elf Warrior","G","{2}{G}{G}","false","G - Elves"
"Heedless One","Creature - Elf Avatar","G","{3}{G}","false","G - Elves"
"Longshot Squad","Creature - Dog Archer","G","{3}{G}","false","G - +1 Counters"
"Murasa Ranger","Creature - Human Warrior Ranger","G","{3}{G}","false","UG - Landfall"
"Shaman of Spring","Creature - Elf Shaman","G","{3}{G}","false","G - Elves"
"Territorial Allosaurus","Creature - Dinosaur","G","{2}{G}{G}","false","G - Fight"
"Woodland Wanderer","Creature - Elemental","G","{3}{G}","false","RGW - Multicolor"
"Embodiment of Insight","Creature - Elemental","G","{4}{G}","false","UG - Landfall"
"Gobbling Ooze","Creature - Ooze","G","{4}{G}","false","BRG - Devour"
"Ich-Tekik, Salvage Splicer","Legendary Creature - Human Artificer","G","{4}{G}","false","RG - Vandalism"
"Meandering Towershell","Creature - Turtle","G","{3}{G}{G}","false","UG - TMNT"
"Molder Beast","Creature - Beast","G","{4}{G}","false","RG - Vandalism"
"Silverback Shaman","Creature - Ape Shaman","G","{3}{G}{G}","false","RG - Trample"
"Somberwald Stag","Creature - Elk","G","{3}{G}{G}","false","G - Fight"
"Tajuru Pathwarden","Creature - Elf Warrior Ally","G","{4}{G}","false","G - Elves"
"Woodborn Behemoth","Creature - Elemental","G","{3}{G}{G}","false","G - Lands"
"Goldenhide Ox","Enchantment Creature - Ox","G","{5}{G}","false","WG - Auras"
"Hooting Mandrills","Creature - Ape","G","{5}{G}","false","RG - Trample"
"Megantic Sliver","Creature - Sliver","G","{5}{G}","false","G - Slivers"
"Oran-Rief Hydra","Creature - Hydra","G","{4}{G}{G}","false","UG - Landfall"
"Tajuru Beastmaster","Creature - Elf Warrior Ally","G","{5}{G}","false","WBG - Allies"
"Thundering Tanadon","Artifact Creature - Beast","G","{4}{G/P}{G/P}","false","WUBRG - Phyrexian"
"Allosaurus Rider","Creature - Elf Warrior","G","{5}{G}{G}","false","G - Lands"
"Birthing Hulk","Creature - Eldrazi Drone","G","{6}{G}","false","UBG - Eldrazi"
"Groundshaker Sliver","Creature - Sliver","G","{6}{G}","false","G - Slivers"
"Mockery of Nature","Creature - Eldrazi Beast","G","{9}","false","UBG - Eldrazi"
"Garruk Wildspeaker","Legendary Planeswalker - Garruk","G","{2}{G}{G}","false","G - Lands"
"Might of the Masses","Instant","G","{G}","false","G - Slivers"
"Mutagenic Growth","Instant","G","{G/P}","false","WUBRG - Phyrexian"
"Natural State","Instant","G","{G}","false","RG - Vandalism"
"Unnatural Predation","Instant","G","{G}","false","G - Fight"
"Vines of Vastwood","Instant","G","{G}","false","G - Slivers"
"Ancient Animus","Instant","G","{1}{G}","false","G - +1 Counters"
"Elemental Uprising","Instant","G","{1}{G}","false","WUG - Living lands"
"Setessan Tactics","Instant","G","{1}{G}","false","G - Fight"
"Swell of Growth","Instant","G","{1}{G}","false","UG - Landfall"
"Tel-Jilad Defiance","Instant","G","{1}{G}","false","RG - Vandalism"
"Ferocious Charge","Instant","G","{2}{G}","false","G - Slivers"
"Harrow","Instant","G","{2}{G}","false","UG - Landfall"
"Harrow","Instant","G","{2}{G}","false","bg - graveyard matters"
"Inspiring Call","Instant","G","{2}{G}","false","G - +1 Counters"
"Unnatural Aggression","Instant","G","{2}{G}","false","UBG - Eldrazi"
"Wildsize","Instant","G","{2}{G}","false","RG - Trample"
"Infuse with the Elements","Instant","G","{3}{G}","false","RG - Trample"
"Attune with Aether","Sorcery","G","{G}","false","BG - Energy"
"Prey Upon","Sorcery","G","{G}","false","G - Fight"
"Earthen Arms","Sorcery","G","{1}{G}","false","WUG - Living lands"
"Epic Confrontation","Sorcery","G","{1}{G}","false","G - Fight"
"Explore","Sorcery","G","{1}{G}","false","G - Lands"
"Sylvan Scrying","Sorcery","G","{1}{G}","false","WUBRG - Gates"
"Call the Scions","Sorcery","G","{2}{G}","false","UBG - Eldrazi"
"Cultivate","Sorcery","G","{2}{G}","false","RG - Trample"
"Cultivate","Sorcery","G","{2}{G}","false","G - Lands"
"Hunt the Weak","Sorcery","G","{3}{G}","false","UG - TMNT"
"Shamanic Revelation","Sorcery","G","{3}{G}{G}","false","G - Fight"
"Feral Incarnation","Sorcery","G","{8}{G}","false","WG - Populate"
"Hardened Scales","Enchantment","G","{G}","false","G - +1 Counters"
"Obscuring Aether","Enchantment","G","{G}","false","URG - Morph"
"Rancor","Enchantment - Aura","G","{G}","false","RG - Trample"
"Sixth Sense","Enchantment - Aura","G","{G}","false","WG - Auras"
"Unbridled Growth","Enchantment - Aura","G","{G}","false","WG - Auras"
"Fists of Ironwood","Enchantment - Aura","G","{1}{G}","false","BRG - Devour"
"Khalni Heart Expedition","Enchantment","G","{1}{G}","false","G - Lands"
"Oath of the Ancient Wood","Enchantment","G","{2}{G}","false","G - +1 Counters"
"Sanctum of Fruitful Harvest","Legendary Enchantment - Shrine","G","{2}{G}","false","WUBRG - Shrines"
"Roots","Enchantment - Aura","G","{3}{G}","false","WG - Auras"
"Honden of Life's Web","Legendary Enchantment - Shrine","G","{4}{G}","false","WUBRG - Shrines"
"Wolfkin Bond","Enchantment - Aura","G","{4}{G}","false","WG - Auras"
"Ornithopter","Artifact Creature - Thopter","","{0}","false","U - Animate"
"Chronomaton","Artifact Creature - Golem","","{1}","false","C - Counters"
"Mysterious Egg","Creature - Egg","","{1}","false","WUR - Mutate"
"Copper Myr","Artifact Creature - Myr","","{2}","false","C - 5c Myr"
"Gold Myr","Artifact Creature - Myr","","{2}","false","C - 5c Myr"
"Iron Myr","Artifact Creature - Myr","","{2}","false","C - 5c Myr"
"Leaden Myr","Artifact Creature - Myr","","{2}","false","C - 5c Myr"
"Lupine Prototype","Artifact Creature - Wolf Construct","","{2}","false","R - Hellbent"
"Myr Sire","Artifact Creature - Myr","","{2}","false","B - Recursive Black"
"Myr Superion","Artifact Creature - Myr","","{2}","false","C - 5c Myr"
"Phyrexian Revoker","Artifact Creature - Horror","","{2}","false","W - Taxes"
"Silver Myr","Artifact Creature - Myr","","{2}","false","C - 5c Myr"
"Chief of the Foundry","Artifact Creature - Construct","","{3}","false","WR - Vehicles"
"Diamond Knight","Artifact Creature - Knight","","{3}","false","C - Counters"
"Henge Walker","Artifact Creature - Golem","","{3}","false","C - Counters"
"Myr Galvanizer","Artifact Creature - Myr","","{3}","false","C - 5c Myr"
"Sliver Construct","Artifact Creature - Sliver Construct","","{3}","false","G - Slivers"
"Arcbound Hybrid","Artifact Creature - Beast","","{4}","false","C - Counters"
"Lodestone Myr","Artifact Creature - Myr","","{4}","false","C - 5c Myr"
"Hollow One","Artifact Creature - Golem","","{5}","false","R - Discard Aggro"
"Reservoir Walker","Artifact Creature - Construct","","{5}","false","BG - Energy"
"Kozilek's Pathfinder","Creature - Eldrazi","","{6}","false","UBG - Eldrazi"
"Scion of Ugin","Creature - Dragon Spirit","","{6}","false","R - Dragon"
"Myr Enforcer","Artifact Creature - Myr","","{7}","false","C - 5c Myr"
"Gate Colossus","Artifact Creature - Construct","","{8}","false","WUBRG - Gates"
"Scour from Existence","Instant","","{7}","false","C - 5c Myr"
"Astral Cornucopia","Artifact","","{X}{X}{X}","false","C - Counters"
"Briber's Purse","Artifact","","{X}","false","C - Counters"
"Chimeric Mass","Artifact","","{X}","false","C - Counters"
"Everflowing Chalice","Artifact","","{0}","false","C - Counters"
"Chromatic Star","Artifact","","{1}","false","U - Animate"
"Civic Saber","Artifact - Equipment","","{1}","false","RGW - Multicolor"
"Traveler's Amulet","Artifact","","{1}","false","G - Lands"
"Vial of Poison","Artifact","","{1}","false","B - Deathtouch"
"Amorphous Axe","Artifact - Equipment","","{2}","false","W - Equipment"
"Captain's Claws","Artifact - Equipment","","{2}","false","WBG - Allies"
"Culling Dais","Artifact","","{2}","false","C - Counters"
"Decoction Module","Artifact","","{2}","false","BG - Energy"
"Demon's Horn","Artifact","","{2}","false","B - Demons"
"Dragon's Claw","Artifact","","{2}","false","R - Dragon"
"Energy Chamber","Artifact","","{2}","false","BG - Energy"
"Glaive of the Guildpact","Artifact - Equipment","","{2}","false","WR - Heroic"
"Golem's Heart","Artifact","","{2}","false","C - 5c Myr"
"Hivestone","Artifact","","{2}","false","G - Slivers"
"Ichor Wellspring","Artifact","","{2}","false","U - Animate"
"Ratchet Bomb","Artifact","","{2}","false","C - Counters"
"Ring of Kalonia","Artifact - Equipment","","{2}","false","RG - Trample"
"Sky Skiff","Artifact - Vehicle","","{2}","false","WR - Vehicles"
"Tablet of the Guilds","Artifact","","{2}","false","WB - Lifegain"
"Throne of Geth","Artifact","","{2}","false","C - Counters"
"Throwing Knife","Artifact - Equipment","","{2}","false","W - Equipment"
"Angel's Tomb","Artifact","","{3}","false","w - Angels"
"Angelic Armaments","Artifact - Equipment","","{3}","false","w - Angels"
"Captain's Hook","Artifact - Equipment","","{3}","false","W - Equipment"
"Consulate Turret","Artifact","","{3}","false","BG - Energy"
"Fountain of Ichor","Artifact","","{3}","false","C - Counters"
"Long-Forgotten Gohei","Artifact","","{3}","false","WU - Spirits"
"Mindstorm Crown","Artifact","","{3}","false","R - Hellbent"
"Moonglove Extract","Artifact","","{3}","false","R - Burn"
"Myr Reservoir","Artifact","","{3}","false","C - 5c Myr"
"Renegade Freighter","Artifact - Vehicle","","{3}","false","WR - Vehicles"
"Shrine of Boundless Growth","Artifact","","{3}","false","WUBRG - Shrines"
"Demonmail Hauberk","Artifact - Equipment","","{4}","false","W - Equipment"
"Haunted Plate Mail","Artifact - Equipment","","{4}","false","W - Equipment"
"Murderer's Axe","Artifact - Equipment","","{4}","false","R - Hellbent"
"Ovalchase Dragster","Artifact - Vehicle","","{4}","false","WR - Vehicles"
"Eldrazi Monument","Artifact","","{5}","false","UBG - Eldrazi"
"Meteorite","Artifact","","","false","U - Animate"
"Tome of the Guildpact","Artifact","","{5}","false","RGW - Multicolor"
"Ugin's Nexus","Legendary Artifact","","{5}","false","U - Animate"
"Obelisk of Urd","Artifact","","{6}","false","C - 5c Myr"
"Judge's Familiar","Creature - Bird","WU","{W/U}","false","WU - Detain"
"New Prahv Guildmage","Creature - Human Wizard","WU","{W}{U}","false","WU - Detain"
"Hama Pashar, Ruin Seeker","Legendary Creature - Human Wizard","UW","{1}{W}{U}","false","WUB - Venture"
"Lawmage's Binding","Enchantment - Aura","WU","{1}{W}{U}","false","WU - Detain"
"Riptide Crab","Creature - Crab","WU","{1}{W}{U}","false","WUR - Mutate"
"Roil Spout","Sorcery","WU","{1}{W}{U}","false","WUG - Living lands"
"Sky Spirit","Creature - Spirit","WU","{1}{W}{U}","false","WU - Spirits"
"Spectral Shepherd","Creature - Spirit","WU","{2}{W}","false","WU - Spirits"
"Lavinia of the Tenth","Legendary Creature - Human Soldier","WU","{3}{W}{U}","false","WU - Detain"
"Noyan Dar, Roil Shaper","Legendary Creature - Merfolk Ally","WU","{3}{W}{U}","false","WUG - Living lands"
"Archon of the Triumvirate","Creature - Archon","WU","{5}{W}{U}","false","WU - Detain"
"Countersquall","Instant","BU","{U}{B}","false","UB - Disrupt"
"Shipwreck Singer","Creature - Siren","UB","{U}{B}","false","UB - Disrupt"
"Soul Ransom","Enchantment - Aura","UB","{2}{U}{B}","false","UB - Disrupt"
"Havengul Lich","Creature - Zombie Wizard","UB","{3}{U}{B}","false","UB - Skaabs"
"Possessed Skaab","Creature - Zombie","UB","{3}{U}{B}","false","UB - Skaabs"
"Dinrova Horror","Creature - Horror","UB","{4}{U}{B}","false","UB - Disrupt"
"Bump in the Night","Sorcery","BR","{B}","false","BR - Vampires"
"Rakdos Cackler","Creature - Devil","BR","{B/R}","false","BR - Rakdos Aggro"
"Grenzo, Dungeon Warden","Legendary Creature - Goblin Rogue","BR","{X}{B}{R}","false","WBR - Alesha"
"Olivia's Bloodsworn","Creature - Vampire Soldier","BR","{1}{B}","false","BR - Vampires"
"Rix Maadi Guildmage","Creature - Human Shaman","BR","{B}{R}","false","BR - Rakdos Aggro"
"Blood Cultist","Creature - Human Wizard","BR","{1}{B}{R}","false","BR - Rakdos Aggro"
"Kolaghan's Command","Instant","BR","{1}{B}{R}","false","BR - Rakdos Aggro"
"Lightning Skelemental","Creature - Elemental Skeleton","BR","{B}{R}{R}","false","BR - Rakdos Aggro"
"Olivia, Mobilized for War","Legendary Creature - Vampire Knight","BR","{1}{B}{R}","false","BR - Vampires"
"Exava, Rakdos Blood Witch","Legendary Creature - Human Cleric","BR","{2}{B}{R}","false","BRG - Devour"
"Singe-Mind Ogre","Creature - Ogre Mutant","BR","{2}{B}{R}","false","BR - Rakdos Aggro"
"Wild Cantor","Creature - Human Druid","RG","{R/G}","false","RGW - Multicolor"
"Manamorphose","Instant","RG","{1}{R/G}","false","RGW - Multicolor"
"Pit Fight","Instant","RG","{1}{R/G}","false","RG - Vandalism"
"Earthen Goo","Creature - Ooze","RG","{2}{R}","false","RG - Trample"
"Gruul Spellbreaker","Creature - Ogre Warrior","RG","{1}{R}{G}","false","RG - Vandalism"
"Hellkite Hatchling","Creature - Dragon","RG","{2}{R}{G}","false","BRG - Devour"
"Kird Chieftain","Creature - Ape","RG","{3}{R}","false","RG - Trample"
"Mina and Denn, Wildborn","Legendary Creature - Elf Ally","RG","{2}{R}{G}","false","RG - Trample"
"Bolrac-Clan Crusher","Creature - Ogre Warrior","RG","{3}{R}{G}","false","BRG - Devour"
"Grizzled Leotau","Creature - Cat","WG","{G}{W}","false","RGW - Multicolor"
"Reborn Hope","Sorcery","WG","{G}{W}","false","RGW - Multicolor"
"Mercy Killing","Instant","WG","{2}{G/W}","false","WG - Populate"
"Veteran Warleader","Creature - Human Soldier Ally","GW","{1}{G}{W}","false","WBG - Allies"
"Wayfaring Temple","Creature - Elemental","GW","{1}{G}{W}","false","WG - Populate"
"Advent of the Wurm","Instant","WG","{1}{G}{G}{W}","false","WG - Populate"
"Growing Ranks","Enchantment","WG","{2}{G/W}{G/W}","false","WG - Populate"
"Sumala Woodshaper","Creature - Elf Druid","WG","{2}{G}{W}","false","WG - Auras"
"Alive // Well","Sorcery","WG","{3}{G} // {W}","false","WG - Populate"
"Ayli, Eternal Pilgrim","Legendary Creature - Kor Cleric","WB","{W}{B}","false","WB - Lifegain"
"Tithe Drinker","Creature - Vampire","WB","{W}{B}","false","WB - Lifegain"
"Blood-Cursed Knight","Creature - Vampire Knight","WB","{1}{W}{B}","false","WB - Knights"
"Gift of Orzhova","Enchantment - Aura","WB","{1}{W/B}{W/B}","false","WB - Lifegain"
"Vizkopa Vampire","Creature - Vampire","WB","{2}{W/B}","false","WB - Lifegain"
"Barrowin of Clan Undurr","Legendary Creature - Dwarf Cleric","BW","{2}{W}{B}","false","WUB - Venture"
"Cliffhaven Vampire","Creature - Vampire Warrior Ally","BW","{2}{W}{B}","false","WBG - Allies"
"March from the Tomb","Sorcery","BW","{3}{W}{B}","false","WBG - Allies"
"Blistercoil Weird","Creature - Weird","UR","{U/R}","false","UR - Weird"
"Frostburn Weird","Creature - Weird","UR","{U/R}{U/R}","false","UR - Weird"
"Inside Out","Instant","UR","{1}{U/R}","false","UR - Weird"
"Marchesa's Smuggler","Creature - Human Rogue","RU","{U}{R}","false","UBR - The Queen"
"Fevered Visions","Enchantment","UR","{1}{U}{R}","false","UR - Draw 2"
"Gelectrode","Creature - Weird","UR","{1}{U}{R}","false","UR - Weird"
"Quicksilver Dagger","Enchantment - Aura","UR","{1}{U}{R}","false","UR - Draw 2"
"Essence Backlash","Instant","UR","{2}{U}{R}","false","WUR - Mutate"
"Experimental Overload","Sorcery","UR","{2}{U}{R}","false","UR - Weird"
"Fluxcharger","Creature - Weird","UR","{2}{U}{R}","false","UR - Weird"
"Loch Dragon","Creature - Dragon","UR","{U/R}{U/R}{U/R}{U/R}","false","UR - Draw 2"
"Hypothesizzle","Instant","UR","{3}{U}{R}","false","UR - Draw 2"
"Thundering Djinn","Creature - Djinn","UR","{3}{U}{R}","false","UR - Draw 2"
"Turn // Burn","Instant","UR","{2}{U} // {1}{R}","false","UR - Weird"
"Melek, Izzet Paragon","Legendary Creature - Weird Wizard","UR","{4}{U}{R}","false","UR - Weird"
"Invert // Invent","Instant","UR","{U/R} // {4}{U}{R}","false","UR - Weird"
"Elves of Deep Shadow","Creature - Elf Druid","BG","{G}","false","bg - graveyard matters"
"Golgari Guildmage","Creature - Elf Shaman","BG","{B/G}{B/G}","false","bg - graveyard matters"
"Abomination of Llanowar","Legendary Creature - Elf Horror","BG","{1}{B}{G}","false","bg - graveyard matters"
"Catacomb Sifter","Creature - Eldrazi Drone","BG","{1}{B}{G}","false","UBG - Eldrazi"
"Spider Spawning","Sorcery","BG","{4}{G}","false","bg - graveyard matters"
"Destined // Lead","Instant","BG","{1}{B} // {3}{G}","false","bg - graveyard matters"
"Morbid Bloom","Sorcery","BG","{4}{B}{G}","false","bg - graveyard matters"
"Boros Charm","Instant","WR","{R}{W}","false","WR - Heroic"
"Desperate Stand","Sorcery","WR","{R}{W}","false","WUR - Mutate"
"Justice Strike","Instant","WR","{R}{W}","false","WR - Heroic"
"Regal Leosaur","Creature - Dinosaur Cat","WR","{R}{W}","false","WUR - Mutate"
"Weapons Trainer","Creature - Human Soldier Ally","WR","{R}{W}","false","WR - Heroic"
"Anax and Cymede","Legendary Creature - Human Soldier","WR","{1}{R}{W}","false","WR - Heroic"
"Hearthfire Hobgoblin","Creature - Goblin Soldier","WR","{R/W}{R/W}{R/W}","false","RGW - Multicolor"
"Viashino Firstblade","Creature - Viashino Soldier","WR","{1}{R}{W}","false","WBR - Alesha"
"Biomancer's Familiar","Creature - Mutant","UG","{G}{U}","false","UG - TMNT"
"Combine Guildmage","Creature - Merfolk Wizard","UG","{G}{U}","false","UG - TMNT"
"Icefeather Aven","Creature - Bird Shaman","UG","{G}{U}","false","URG - Morph"
"Secret Plans","Enchantment","UG","{G}{U}","false","URG - Morph"
"Aeromunculus","Creature - Homunculus Mutant","UG","{1}{G}{U}","false","UG - TMNT"
"Bred for the Hunt","Enchantment","UG","{1}{G}{U}","false","UG - TMNT"
"Void Grafter","Creature - Eldrazi Drone","UG","{1}{G}{U}","false","UBG - Eldrazi"
"Master Biomancer","Creature - Elf Wizard","UG","{2}{G}{U}","false","UG - TMNT"
