"name","Type","Color","manacost","maybeboard","tags"
"Mountain","Basic Land - Mountain","R","","false","R - Betrayers"
"Mountain","Basic Land - Mountain","R","","false","R - Betrayers"
"Mountain","Basic Land - Mountain","R","","false","R - Betrayers"
"Mountain","Basic Land - Mountain","R","","false","R - Betrayers"
"Mountain","Basic Land - Mountain","R","","false","R - Betrayers"
"Vulshok Sorcerer","Creature - Human Shaman","R","{1}{R}{R}","false","R - Amplified"
"Wrenn's Resolve","Sorcery","R","{1}{R}","false","R - Death by Exile"
"Thieving Skydiver","Creature - Merfolk Rogue","U","{1}{U}","false","U - Cheat & Steal"
"Soulbright Flamekin","Creature - Elemental Shaman","R","{1}{R}","false","R - Blaze of Glory"
"Blistering Firecat","Creature - Elemental Cat","R","{1}{R}{R}{R}","false","R - Blaze of Glory"
"Ball Lightning","Creature - Elemental","R","{R}{R}{R}","false","R - Blaze of Glory"
"Irencrag Feat","Sorcery","R","{1}{R}{R}{R}","false","R - Blaze of Glory"
"Throw Team-Mate","Instant","R","","false","R - Betrayers"
"Electrodominance","Instant","R","{X}{R}{R}","false","R - Blaze of Glory"
"Thunderkin Awakener","Creature - Elemental Shaman","R","{1}{R}","false","R - Blaze of Glory"
"Chandra, Novice Pyromancer","Legendary Planeswalker - Chandra","R","{3}{R}","false","R - Blaze of Glory"
"Pyretic Ritual","Instant","R","{1}{R}","false","R - Blaze of Glory"
"Chandra, Acolyte of Flame","Legendary Planeswalker - Chandra","R","{1}{R}{R}","false","R - Blaze of Glory"
"Mountain","Basic Land - Mountain","R","","false","R - Blaze of Glory"
"Mountain","Basic Land - Mountain","R","","false","R - Blaze of Glory"
"Mountain","Basic Land - Mountain","R","","false","R - Blaze of Glory"
"Mountain","Basic Land - Mountain","R","","false","R - Blaze of Glory"
"Mountain","Basic Land - Mountain","R","","false","R - Blaze of Glory"
"Mountain","Basic Land - Mountain","R","","false","R - Blaze of Glory"
"Mountain","Basic Land - Mountain","R","","false","R - Blaze of Glory"
"Mountain","Basic Land - Mountain","R","","false","R - Blaze of Glory"
"Bribery","Sorcery","U","{3}{U}{U}","false","U - Cheat & Steal"
"Vesuvan Doppelganger","Creature - Shapeshifter","U","{3}{U}{U}","false","U - Attack of the Clones"
"Crucible of Worlds","Artifact","","{3}","false","WBG - Landfill"
"Sylvan Safekeeper","Creature - Human Wizard","G","{G}","false","WBG - Landfill"
"Liliana's Caress","Enchantment","B","{1}{B}","false","B - Liliana's Discard"
"Mikokoro, Center of the Sea","Legendary Land","","","false","U - Draw Together"
"Karn's Bastion","Land","","","false","W - Count with Me"
"Oracle of Mul Daya","Creature - Elf Shaman","G","{3}{G}","false","G - Nissa's Landfall"
"Chaos Theory","Instant","R","","false","UR - Wild Magic"
"Mentor of the Meek","Creature - Human Soldier","W","{2}{W}","false","W - Soldier Supremacy"
"Snap","Instant","U","{1}{U}","false","WUR - Martial Prowess"
"Ken, Burning Brawler","Commander","R","","false","WR - World Warriors;zz_Commander"
"Ryu, World Warrior","Legendary Creature - Human Warrior","W","","false","WR - World Warriors"
"Angelfire Ignition","Sorcery","WR","{1}{R}{W}","false","WR - World Warriors"
"Hadoken","Instant","R","","false","WR - World Warriors"
"Usher of the Fallen","Creature - Spirit Warrior","W","{W}","false","WR - World Warriors"
"Mardu Woe-Reaper","Creature - Human Warrior","W","{W}","false","WR - World Warriors"
"Mountain","Basic Land - Mountain","R","","false","WR - World Warriors"
"Mountain","Basic Land - Mountain","R","","false","WR - World Warriors"
"Mountain","Basic Land - Mountain","R","","false","WR - World Warriors"
"Mountain","Basic Land - Mountain","R","","false","WR - World Warriors"
"Plains","Basic Land - Plains","W","","false","WR - World Warriors"
"Plains","Basic Land - Plains","W","","false","WR - World Warriors"
"Plains","Basic Land - Plains","W","","false","WR - World Warriors"
"Voldaren Estate","Land","","","false","R - Red Band Vampires"
"Asari Captain","Creature - Human Samurai","WR","{3}{R}{W}","false","WR - Samurai"
"Akki Ronin","Creature - Goblin Samurai","R","{1}{R}","false","WR - Samurai"
"Lightning Helix","Instant","WR","{R}{W}","false","WR - Samurai"
"Selfless Samurai","Creature - Fox Samurai","W","{1}{W}","false","WR - Samurai"
"Imperial Subduer","Creature - Human Samurai","W","{2}{W}","false","WR - Samurai"
"Mountain","Basic Land - Mountain","R","","false","WR - Samurai"
"Mountain","Basic Land - Mountain","R","","false","WR - Samurai"
"Mountain","Basic Land - Mountain","R","","false","WR - Samurai"
"Mountain","Basic Land - Mountain","R","","false","WR - Samurai"
"Plains","Basic Land - Plains","W","","false","WR - Samurai"
"Plains","Basic Land - Plains","W","","false","WR - Samurai"
"Plains","Basic Land - Plains","W","","false","WR - Samurai"
"Plains","Basic Land - Plains","W","","false","WR - Samurai"
"Rip Apart","Sorcery","RW","{R}{W}","false","WR - World Warriors"
"Unbounded Potential","Instant","W","{1}{W}","false","WUR - Martial Prowess"
"Lightning Bolt","Instant","R","{R}","false","WUR - Martial Prowess"
"Opt","Instant","U","{U}","false","WUR - Martial Prowess"
"Narset of the Ancient Way","Legendary Planeswalker - Narset","RUW","{1}{U}{R}{W}","false","WUR - Martial Prowess"
"Chun-Li, Countless Kicks","Legendary Creature - Human Soldier","WU","","false","WUR - Martial Prowess"
"Island","Basic Land - Island","U","","false","WUR - Martial Prowess"
"Island","Basic Land - Island","U","","false","WUR - Martial Prowess"
"Island","Basic Land - Island","U","","false","WUR - Martial Prowess"
"Plains","Basic Land - Plains","W","","false","WUR - Martial Prowess"
"Plains","Basic Land - Plains","W","","false","WUR - Martial Prowess"
"Mountain","Basic Land - Mountain","R","","false","WUR - Martial Prowess"
"Mountain","Basic Land - Mountain","R","","false","WUR - Martial Prowess"
"Leonin Lightscribe","Creature - Cat Cleric","W","{1}{W}","false","WUR - Martial Prowess"
"Plains","Basic Land - Plains","W","","false","WUR - Martial Prowess"
"Raggadragga, Goreguts Boss","Commander","G","{2}{R}{G}","false","zz_Commander;RG - RaggaManaLanda"
"Faithless Salvaging","Instant","R","{1}{R}","false","RG - RaggaManaLanda"
"Radha, Heir to Keld","Legendary Creature - Elf Warrior","GR","{R}{G}","false","RG - RaggaManaLanda"
"Elvish Spirit Guide","Creature - Elf Spirit","G","{2}{G}","false","RG - RaggaManaLanda"
"Simian Spirit Guide","Creature - Ape Spirit","R","{2}{R}","false","RG - RaggaManaLanda"
"Heronblade Elite","Creature - Human Warrior","G","{2}{G}","false","RG - RaggaManaLanda"
"Kamahl, Heart of Krosa","Legendary Creature - Human Druid","G","{6}{G}{G}","false","RG - RaggaManaLanda"
"Forest","Basic Land - Forest","G","","false","RG - RaggaManaLanda"
"Forest","Basic Land - Forest","G","","false","RG - RaggaManaLanda"
"Forest","Basic Land - Forest","G","","false","RG - RaggaManaLanda"
"Mountain","Basic Land - Mountain","R","","false","RG - RaggaManaLanda"
"Mountain","Basic Land - Mountain","R","","false","RG - RaggaManaLanda"
"Mountain","Basic Land - Mountain","R","","false","RG - RaggaManaLanda"
"Mountain","Basic Land - Mountain","R","","false","RG - RaggaManaLanda"
"Boros Charm","Instant","WR","{R}{W}","false","WUR - Martial Prowess"
"Allosaurus Shepherd","Creature - Elf Shaman","G","{G}","false","G - Dino Beatdown"
"Risona, Asari Commander","Legendary Creature - Human Samurai","WR","{1}{R}{W}","false","WR - Samurai"
"Plains","Basic Land - Plains","W","","false","WR - World Warriors"
"Mazzy, Truesword Paladin","Commander","W","{1}{R}{G}{W}","false","zz_Commander;WRG - Battlecruisers"
"Mayael's Aria","Enchantment","WRG","{R}{G}{W}","false","WRG - Battlecruisers"
"Rogue's Passage","Land","","","false","U - Ninjutsu"
"Fyndhorn Elves","Creature - Elf Druid","G","{G}","false","RG - RaggaManaLanda"
"Liliana, Death's Majesty","Legendary Planeswalker - Liliana","B","{3}{B}{B}","false","B - Zombie Supremacy"
"Swamp","Basic Land - Swamp","B","","false","B - Zombie Supremacy"
"Swamp","Basic Land - Swamp","B","","false","B - Zombie Supremacy"
"Swamp","Basic Land - Swamp","B","","false","B - Zombie Supremacy"
"Swamp","Basic Land - Swamp","B","","false","B - Zombie Supremacy"
"Swamp","Basic Land - Swamp","B","","false","B - Zombie Supremacy"
"Swamp","Basic Land - Swamp","B","","false","B - Zombie Supremacy"
"Swamp","Basic Land - Swamp","B","","false","B - Zombie Supremacy"
"Willowdusk, Essence Seer","Commander","G","{1}{B}{G}","false","BG - Pain and Life Gain;zz_Commander"
"Elves of Deep Shadow","Creature - Elf Druid","G","{G}","false","BG - Pain and Life Gain"
"Gala Greeters","Creature - Elf Druid","G","{1}{G}","false","BG - Pain and Life Gain"
"Leyline Prowler","Creature - Nightmare Beast","BG","{1}{B}{G}","false","BG - Pain and Life Gain"
"Tavern Swindler","Creature - Human Rogue","B","{1}{B}","false","BG - Pain and Life Gain"
"Bloodtracker","Creature - Vampire Wizard","B","{3}{B}","false","BG - Pain and Life Gain"
"Sylvan Library","Enchantment","G","{1}{G}","false","BG - Pain and Life Gain"
"Swamp","Basic Land - Swamp","B","","false","BG - Pain and Life Gain"
"Swamp","Basic Land - Swamp","B","","false","BG - Pain and Life Gain"
"Swamp","Basic Land - Swamp","B","","false","BG - Pain and Life Gain"
"Swamp","Basic Land - Swamp","B","","false","BG - Pain and Life Gain"
"Forest","Basic Land - Forest","G","","false","BG - Pain and Life Gain"
"Forest","Basic Land - Forest","G","","false","BG - Pain and Life Gain"
"Forest","Basic Land - Forest","G","","false","BG - Pain and Life Gain"
"Forest","Basic Land - Forest","G","","false","BG - Pain and Life Gain"
"Terminal Agony","Sorcery","BR","{2}{B}{R}","false","BR - Madness"
"Mountain","Basic Land - Mountain","R","","false","BR - Madness"
"Mountain","Basic Land - Mountain","R","","false","BR - Madness"
"Mountain","Basic Land - Mountain","R","","false","BR - Madness"
"Mountain","Basic Land - Mountain","R","","false","BR - Madness"
"Swamp","Basic Land - Swamp","B","","false","BR - Madness"
"Swamp","Basic Land - Swamp","B","","false","BR - Madness"
"Swamp","Basic Land - Swamp","B","","false","BR - Madness"
"Swamp","Basic Land - Swamp","B","","false","BR - Madness"
"Mana Vault","Artifact","","{1}","false","z_Kvatch Koffers"
"Thrashing Brontodon","Creature - Dinosaur","G","{1}{G}{G}","false","G - Dino Beatdown"
"Gigantosaurus","Creature - Dinosaur","G","{G}{G}{G}{G}{G}","false","G - Dino Beatdown"
"Harrow","Instant","G","{2}{G}","false","WBG - Landfill"
"Archangel of Tithes","Creature - Angel","W","{1}{W}{W}{W}","false","W - The Law"
"Rain of Riches","Enchantment","R","{3}{R}{R}","false","R - Dragon's Hoard"
"Essence Warden","Creature - Elf Shaman","G","{G}","false","BG - Pain and Life Gain"
"Herbology Instructor","Creature - Treefolk Druid","G","{1}{G}","false","BG - Pain and Life Gain"
"Bearscape","Enchantment","G","{1}{G}{G}","false","G - Bears"
"Dynaheir, Invoker Adept","Commander","U","{1}{U}{R}{W}","false","WUR - Invokers;zz_Commander"
"Mystic Archaeologist","Creature - Human Wizard","U","{1}{U}","false","WUR - Invokers"
"Bhaal's Invoker","Creature - Dragon Shaman","R","{2}{R}","false","WUR - Invokers"
"Bane's Invoker","Creature - Human Cleric","W","{1}{W}","false","WUR - Invokers"
"League Guildmage","Creature - Human Wizard","UR","{U}{R}","false","WUR - Invokers"
"Wild Magic Surge","Instant","R","{R}{R}","false","WUR - Invokers"
"Wand of Wonder","Artifact","R","{3}{R}","false","WUR - Invokers"
"Plains","Basic Land - Plains","W","","false","WUR - Invokers"
"Plains","Basic Land - Plains","W","","false","WUR - Invokers"
"Island","Basic Land - Island","U","","false","WUR - Invokers"
"Island","Basic Land - Island","U","","false","WUR - Invokers"
"Island","Basic Land - Island","U","","false","WUR - Invokers"
"Mountain","Basic Land - Mountain","R","","false","WUR - Invokers"
"Mountain","Basic Land - Mountain","R","","false","WUR - Invokers"
"Mountain","Basic Land - Mountain","R","","false","WUR - Invokers"
"Mountain","Basic Land - Mountain","R","","false","WRG - Art of War"
"Mountain","Basic Land - Mountain","R","","false","WRG - Art of War"
"Battlegrace Angel","Creature - Angel","W","{3}{W}{W}","false","WUG - Exalted Duelists"
"Qasali Pridemage","Creature - Cat Wizard","WG","{G}{W}","false","WUG - Exalted Duelists"
"Cultivate","Sorcery","G","{2}{G}","false","WUG - Exalted Duelists"
"Spara's Headquarters","Land - Forest Plains Island","","","false","WUG - Exalted Duelists"
"Dueling Grounds","Enchantment","GW","{1}{G}{W}","false","WUG - Exalted Duelists"
"Noble Hierarch","Creature - Human Druid","G","{G}","false","WUG - Exalted Duelists"
"Finest Hour","Enchantment","WUG","{2}{G}{W}{U}","false","WUG - Exalted Duelists"
"Forest","Basic Land - Forest","G","","false","WUG - Exalted Duelists"
"Forest","Basic Land - Forest","G","","false","WUG - Exalted Duelists"
"Forest","Basic Land - Forest","G","","false","WUG - Exalted Duelists"
"Forest","Basic Land - Forest","G","","false","WUG - Exalted Duelists"
"Plains","Basic Land - Plains","W","","false","WUG - Exalted Duelists"
"Plains","Basic Land - Plains","W","","false","WUG - Exalted Duelists"
"Island","Basic Land - Island","U","","false","WUG - Exalted Duelists"
"Timestream Navigator","Creature - Human Pirate Wizard","U","{1}{U}","false","WUR - Invokers"
"Triskaidekaphile","Creature - Human Wizard","U","{1}{U}","false","U - Draw Together"
"Training Grounds","Commander","U","{U}","false","WUR - Invokers"
"Smothering Tithe","Enchantment","W","{3}{W}","false","W - The Law"
"Captivating Crew","Creature - Human Pirate","R","{3}{R}","false","R - Betrayers"
"Monastery Swiftspear","Creature - Human Monk","R","{R}","false","WUR - Martial Prowess"
"Seeker of the Way","Creature - Human Warrior","W","{1}{W}","false","WUR - Martial Prowess"
"Ruthless Ripper","Creature - Human Assassin","B","{B}","false","B - Cant Deathtouch This"
"Dazzling Sphinx","Creature - Sphinx","U","{3}{U}{U}","false","UBR - Thought Thieves"
"Cunning Rhetoric","Enchantment","B","{2}{B}","false","UBR - Thought Thieves"
"Praetor's Grasp","Sorcery","B","{1}{B}{B}","false","UBR - Thought Thieves"
"Swamp","Basic Land - Swamp","B","","false","UBR - Thought Thieves"
"Swamp","Basic Land - Swamp","B","","false","UBR - Thought Thieves"
"Swamp","Basic Land - Swamp","B","","false","UBR - Thought Thieves"
"Island","Basic Land - Island","U","","false","UBR - Thought Thieves"
"Island","Basic Land - Island","U","","false","UBR - Thought Thieves"
"Island","Basic Land - Island","U","","false","UBR - Thought Thieves"
"Devout Lightcaster","Creature - Kor Cleric","W","{W}{W}{W}","false","W - Power of the Sun"
"Sanctifier en-Vec","Creature - Human Cleric","W","{W}{W}","false","W - Power of the Sun"
"Light from Within","Enchantment","W","{2}{W}{W}","false","W - Power of the Sun"
"Plains","Basic Land - Plains","W","","false","W - Power of the Sun"
"Plains","Basic Land - Plains","W","","false","W - Power of the Sun"
"Plains","Basic Land - Plains","W","","false","W - Power of the Sun"
"Plains","Basic Land - Plains","W","","false","W - Power of the Sun"
"Plains","Basic Land - Plains","W","","false","W - Power of the Sun"
"Plains","Basic Land - Plains","W","","false","W - Power of the Sun"
"Plains","Basic Land - Plains","W","","false","W - Power of the Sun"
"Plains","Basic Land - Plains","W","","false","W - Power of the Sun"
"Wrath of God","Sorcery","W","{2}{W}{W}","false","W - Power of the Sun"
"Southern Paladin","Creature - Human Knight","W","{2}{W}{W}","false","W - Power of the Sun"
"Northern Paladin","Creature - Human Knight","W","{2}{W}{W}","false","W - Power of the Sun"
"Auriok Champion","Creature - Human Cleric","W","{W}{W}","false","W - Power of the Sun"
"Distorting Lens","Commander","","{2}","false","W - Power of the Sun"
"Monastery Mentor","Creature - Human Monk","W","{2}{W}","false","WUR - Martial Prowess"
"Goblin Grenade","Sorcery","R","{R}","false","R - Self-Destruct"
"Maze of Ith","Land","","","false","WRG - Art of War"
"Syr Cadian, Knight Owl","Commander","B","{3}{W}{W}","false","WB - Yin and Yang;zz_Commander"
"Majestic Genesis","Sorcery","G","{6}{G}{G}","false","G - Dino Beatdown"
"Lotus Cobra","Creature - Snake","G","{1}{G}","false","G - Nissa's Landfall"
"Jodah, Archmage Eternal","Commander","U","{1}{U}{R}{W}","false","WUBRG - Victory Snap;zz_Commander"
"Dryad Arbor","Land","G","","false","G - Forever Forests"
"Nissa, Vastwood Seer","Legendary Creature - Elf Scout","G","{2}{G}","false","G - Nissa's Landfall"
"Dire-Strain Rampage","Sorcery","RG","{1}{R}{G}","false","RG - RaggaManaLanda"
"Resolute Reinforcements","Creature - Human Soldier","W","{1}{W}","false","W - Soldier Supremacy"
"Sisay, Weatherlight Captain","Commander","W","{2}{W}","false","zz_Commander;WUBRG - Sisay's Legend"
"Paradise Mantle","Artifact - Equipment","","{0}","false","z_Kvatch Koffers"
"Birds of Paradise","Creature - Bird","G","{G}","false","WUBRG - Sisay's Legend"
"Yuna's Holy Magic","Sorcery","W","","false","WUBRG - Sisay's Legend"
"Leyline Binding","Enchantment","W","{5}{W}","false","WUBRG - Sisay's Legend"
"Plaza of Heroes","Land","","","false","WUBRG - Sisay's Legend"
"Farseek","Sorcery","G","{1}{G}","false","WUBRG - Sisay's Legend"
"Jodah, the Unifier","Legendary Creature - Human Wizard","WUBRG","{W}{U}{B}{R}{G}","false","WUBRG - Sisay's Legend"
"Jenson Carthalion, Druid Exile","Legendary Creature - Human Druid","WG","{G}{W}","false","WUBRG - Sisay's Legend"
"Ziatora's Proving Ground","Land - Swamp Mountain Forest","BGR","","false","z_Fixing Roster_z"
"Raffine's Tower","Land - Plains Island Swamp","BUW","","false","z_Fixing Roster_z"
"Jetmir's Garden","Land - Mountain Forest Plains","GRW","","false","z_Fixing Roster_z"
"Forest","Basic Land - Forest","G","","false","WUBRG - Sisay's Legend"
"Plains","Basic Land - Plains","W","","false","WUBRG - Sisay's Legend"
"Lae'zel's Acrobatics","Instant","W","{3}{W}","false","W - Dungeon Blinkers"
"Verduran Enchantress","Creature - Human Druid","G","{1}{G}{G}","false","G - Enchantresses"
"Tribute to the World Tree","Enchantment","G","{G}{G}{G}","false","G - Power Rangers"
"Tribute to the World Tree","Enchantment","G","{G}{G}{G}","false","G - Enchantresses"
"Island","Basic Land - Island","U","","false","U - Mind Over Matter"
"Island","Basic Land - Island","U","","false","U - Mind Over Matter"
"Island","Basic Land - Island","U","","false","U - Mind Over Matter"
"Island","Basic Land - Island","U","","false","U - Mind Over Matter"
"Island","Basic Land - Island","U","","false","U - Mind Over Matter"
"Island","Basic Land - Island","U","","false","U - Mind Over Matter"
"Island","Basic Land - Island","U","","false","U - Mind Over Matter"
"Island","Basic Land - Island","U","","false","U - Mind Over Matter"
"Tidebinder Mage","Creature - Merfolk Wizard","U","{U}{U}","false","U - Mind Over Matter"
"Opt","Instant","U","{U}","false","U - Mind Over Matter"
"Patron Wizard","Creature - Human Wizard","U","{U}{U}{U}","false","U - Mind Over Matter"
"Blur","Instant","U","{2}{U}","false","U - Pop, Pop!"
"Irenicus's Vile Duplication","Sorcery","U","{3}{U}","false","U - Attack of the Clones"
"Braids, Conjurer Adept","Commander","U","{2}{U}{U}","false","U - Cheat & Steal;zz_Commander"
"Jin-Gitaxias, Core Augur","Legendary Creature - Phyrexian Praetor","U","{8}{U}{U}","false","U - Cheat & Steal"
"Show and Tell","Sorcery","U","{2}{U}","false","U - Cheat & Steal"
"Island","Basic Land - Island","U","","false","U - Cheat & Steal"
"Island","Basic Land - Island","U","","false","U - Cheat & Steal"
"Island","Basic Land - Island","U","","false","U - Cheat & Steal"
"Island","Basic Land - Island","U","","false","U - Cheat & Steal"
"Island","Basic Land - Island","U","","false","U - Cheat & Steal"
"Island","Basic Land - Island","U","","false","U - Cheat & Steal"
"Island","Basic Land - Island","U","","false","U - Cheat & Steal"
"Island","Basic Land - Island","U","","false","U - Cheat & Steal"
"Pact Weapon","Artifact - Equipment","B","{3}{B}","false","WB - Negative Life"
"Academy Loremaster","Creature - Human Wizard","U","{U}{U}","false","U - Draw Together"
"Reliquary Tower","Land","","","false","U - Draw Together"
"Aether Channeler","Creature - Human Wizard","U","{2}{U}","false","U - Pop, Pop!"
"Dauthi Voidwalker","Creature - Dauthi Rogue","B","{B}{B}","false","UBR - Thought Thieves"
"Thief of Sanity","Creature - Specter","UB","{1}{U}{B}","false","UBR - Thought Thieves"
"Wild-Magic Sorcerer","Creature - Orc Shaman","R","{3}{R}","false","R - Death by Exile"
"Gadwick, the Wizened","Commander","U","{X}{U}{U}{U}","false","U - Mind Over Matter;zz_Commander"
"Merfolk Trickster","Creature - Merfolk Wizard","U","{U}{U}","false","U - Mind Over Matter"
"Harbinger of the Tides","Creature - Merfolk Wizard","U","{U}{U}","false","U - Mind Over Matter"
"Knight of Dawn's Light","Creature - Human Knight","W","{1}{W}","false","WB - Yin and Yang"
"Knight of Dusk's Shadow","Creature - Human Knight","B","{1}{B}","false","WB - Yin and Yang"
"Leaf-Crowned Visionary","Creature - Elf Druid","G","{G}{G}","false","G - Elvish Supremacy"
"Llanowar Loamspeaker","Creature - Elf Druid","G","{1}{G}","false","RG - RaggaManaLanda"
"Shanna, Purifying Blade","Legendary Creature - Human Warrior","WUG","{G}{W}{U}","false","WUBRG - Sisay's Legend"
"The Lady of Otaria","Commander","R","{3}{R}{G}","false","zz_Commander;RG - Rock and Stone"
"Seven Dwarves","Creature - Dwarf","R","{1}{R}","false","RG - Rock and Stone"
"Seven Dwarves","Creature - Dwarf","R","{1}{R}","false","RG - Rock and Stone"
"Seven Dwarves","Creature - Dwarf","R","{1}{R}","false","RG - Rock and Stone"
"Seven Dwarves","Creature - Dwarf","R","{1}{R}","false","RG - Rock and Stone"
"Seven Dwarves","Creature - Dwarf","R","{1}{R}","false","RG - Rock and Stone"
"Seven Dwarves","Creature - Dwarf","R","{1}{R}","false","RG - Rock and Stone"
"Seven Dwarves","Creature - Dwarf","R","{1}{R}","false","RG - Rock and Stone"
"Magda, Brazen Outlaw","Legendary Creature - Dwarf Berserker","R","{1}{R}","false","RG - Rock and Stone"
"Harrow","Instant","G","{2}{G}","false","RG - Rock and Stone"
"Crop Rotation","Instant","G","{G}","false","RG - Rock and Stone"
"Fireblast","Instant","R","{4}{R}{R}","false","RG - Rock and Stone"
"Dire-Strain Rampage","Sorcery","RG","{1}{R}{G}","false","RG - Rock and Stone"
"Mountain","Basic Land - Mountain","R","","false","RG - Rock and Stone"
"Mountain","Basic Land - Mountain","R","","false","RG - Rock and Stone"
"Mountain","Basic Land - Mountain","R","","false","RG - Rock and Stone"
"Mountain","Basic Land - Mountain","R","","false","RG - Rock and Stone"
"Forest","Basic Land - Forest","G","","false","RG - Rock and Stone"
"Forest","Basic Land - Forest","G","","false","RG - Rock and Stone"
"Forest","Basic Land - Forest","G","","false","RG - Rock and Stone"
"Forest","Basic Land - Forest","G","","false","RG - Rock and Stone"
"Sivitri, Dragon Master","Commander","U","{2}{U}{B}","false","UB - Dragon Scholars;zz_Commander"
"Iymrith, Desert Doom","Legendary Creature - Dragon","U","{3}{U}{U}","false","UB - Dragon Scholars"
"Crux of Fate","Sorcery","B","{3}{B}{B}","false","UB - Dragon Scholars"
"Dragon Turtle","Creature - Dragon Turtle","U","{1}{U}{U}","false","UB - Dragon Scholars"
"Dragonborn Looter","Creature - Dragon Rogue","U","{1}{U}","false","UB - Dragon Scholars"
"Young Blue Dragon","Creature - Dragon","U","{4}{U}","false","UB - Dragon Scholars"
"Ponder","Sorcery","U","{U}","false","UB - Dragon Scholars"
"Nightscape Familiar","Creature - Zombie","B","{1}{B}","false","UB - Dragon Scholars"
"Stormscape Familiar","Creature - Bird","U","{1}{U}","false","UB - Dragon Scholars"
"Battle at the Big Bridge","Instant","B","","false","UB - Dragon Scholars"
"Island","Basic Land - Island","U","","false","UB - Dragon Scholars"
"Island","Basic Land - Island","U","","false","UB - Dragon Scholars"
"Island","Basic Land - Island","U","","false","UB - Dragon Scholars"
"Island","Basic Land - Island","U","","false","UB - Dragon Scholars"
"Swamp","Basic Land - Swamp","B","","false","UB - Dragon Scholars"
"Swamp","Basic Land - Swamp","B","","false","UB - Dragon Scholars"
"Swamp","Basic Land - Swamp","B","","false","UB - Dragon Scholars"
"Swamp","Basic Land - Swamp","B","","false","UB - Dragon Scholars"
"Benalish Trapper","Creature - Human Soldier","W","{1}{W}","false","WRG - Art of War"
"Swords to Plowshares","Instant","W","{W}","false","WB - Astra Militarum"
"Swamp","Basic Land - Swamp","B","","false","WB - Astra Militarum"
"Swamp","Basic Land - Swamp","B","","false","WB - Astra Militarum"
"Commissar Severina Raine","Commander","W","{1}{W}{B}","false","zz_Commander;WB - Astra Militarum"
"The Golden Throne","Legendary Artifact","","{4}","false","WB - Astra Militarum"
"Entrapment Maneuver","Instant","W","{3}{W}","false","WB - Astra Militarum"
"Martial Coup","Sorcery","W","{X}{W}{W}","false","WB - Astra Militarum"
"Launch the Fleet","Sorcery","W","{W}","false","WB - Astra Militarum"
"Sister Repentia","Creature - Human Warrior","WB","{3}{W}{B}","false","WB - Astra Militarum"
"Mortify","Instant","WB","{1}{W}{B}","false","WB - Astra Militarum"
"Celestine, the Living Saint","Commander","W","{4}{W}","false","W - I Need a Medic!;zz_Commander"
"Plains","Basic Land - Plains","W","","false","WB - Astra Militarum"
"Plains","Basic Land - Plains","W","","false","WB - Astra Militarum"
"Plains","Basic Land - Plains","W","","false","WB - Astra Militarum"
"Plains","Basic Land - Plains","W","","false","WB - Astra Militarum"
"Swamp","Basic Land - Swamp","B","","false","WB - Astra Militarum"
"Swamp","Basic Land - Swamp","B","","false","WB - Astra Militarum"
"Swamp","Basic Land - Swamp","B","","false","B - Necron Unearth"
"Swamp","Basic Land - Swamp","B","","false","B - Necron Unearth"
"Swamp","Basic Land - Swamp","B","","false","B - Necron Unearth"
"Swamp","Basic Land - Swamp","B","","false","B - Necron Unearth"
"Swamp","Basic Land - Swamp","B","","false","B - Necron Unearth"
"Swamp","Basic Land - Swamp","B","","false","B - Necron Unearth"
"Swamp","Basic Land - Swamp","B","","false","B - Necron Unearth"
"Swamp","Basic Land - Swamp","B","","false","B - Necron Unearth"
"Imotekh the Stormlord","Commander","B","{2}{B}{B}","false","zz_Commander;B - Necron Unearth"
"Canoptek Tomb Sentinel","Artifact Creature - Insect","","{4}","false","B - Necron Unearth"
"Triarch Praetorian","Artifact Creature - Necron","B","{1}{B}","false","B - Necron Unearth"
"Chronomancer","Artifact Creature - Necron Wizard","B","{1}{B}","false","B - Necron Unearth"
"Lokhust Heavy Destroyer","Artifact Creature - Necron","B","{1}{B}{B}{B}","false","B - Necron Unearth"
"Psychomancer","Artifact Creature - Necron Wizard","B","{1}{B}","false","B - Necron Unearth"
"Skorpekh Lord","Artifact Creature - Necron Noble","B","{2}{B}","false","B - Necron Unearth"
"Royal Warden","Artifact Creature - Necron","B","{3}{B}{B}","false","B - Necron Unearth"
"Living Death","Sorcery","B","{3}{B}{B}","false","B - Necron Unearth"
"Ghost Ark","Artifact - Vehicle","","{4}","false","B - Necron Unearth"
"Sculpting Steel","Artifact","","{3}","false","B - Necron Unearth"
"Magus Lucea Kane","Commander","G","{1}{G}{U}{R}","false","zz_Commander;URG - Tyranid X+1"
"Farseek","Sorcery","G","{1}{G}","false","URG - Tyranid X+1"
"Zoanthrope","Creature - Tyranid","UR","{X}{U}{R}","false","URG - Tyranid X+1"
"Hardened Scales","Enchantment","G","{G}","false","URG - Tyranid X+1"
"The First Tyrannic War","Enchantment - Saga","URG","{2}{G}{U}{R}","false","URG - Tyranid X+1"
"Broodlord","Creature - Tyranid","G","{X}{3}{G}","false","URG - Tyranid X+1"
"Mawloc","Creature - Tyranid","RG","{X}{R}{G}","false","URG - Tyranid X+1"
"Hormagaunt Horde","Creature - Tyranid","G","{X}{G}","false","URG - Tyranid X+1"
"Biophagus","Creature - Human Tyranid Wizard","G","{1}{G}","false","URG - Tyranid X+1"
